index,uid,cluster,friend_count,status_count,follower_count,friends_day,statuses_day,followers_day,retweet_pro,dmention_pro,reply_pro,retweet_div,reply_div,mention_div,i,we,negate,swear,social,posemo,negemo,body,health,ingest,prostr
1753,2120,0,994,3655,1169,3.0490797546,11.2116564417,3.5858895706,0.4600977199,0.3835504886,0.0639250814,6.1470305793,4.2677667286,3.2550288473,0.13683656,0.0027657053,0.0246279468,0.0107994205,0.0918609245,0.0395100751,0.049453444,0.0210061899,0.0159357303,0.0289082049,0.0012214984
1754,2121,0,48,749,60,0.4897959184,7.6428571429,0.612244898,0.2244604317,0.2776978417,0.0705035971,4.0317021119,2.0085627939,2.375192331,0.0918852315,0.0056328111,0.0281640556,0.0130258757,0.0932934343,0.0424221088,0.0438303116,0.0190107375,0.0198908643,0.041541982,0.0014388489
1755,2122,0,214,2360,359,0.5023474178,5.5399061033,0.8427230047,0.3903487817,0.4538939322,0.1032011467,4.794666178,3.9932464468,3.5762846478,0.126518074,0.0031433062,0.0253607658,0.0147878268,0.0766538077,0.0507215316,0.0465780826,0.0191455922,0.0141448778,0.0277182455,0
1756,2123,0,376,1730,282,0.3563981043,1.6398104265,0.2672985782,0.0603705918,0.0663478781,0.0460251046,4.8472269906,3.4849138969,2.2658488591,0.1399822278,0.0027181015,0.0306309132,0.0075270503,0.0824316554,0.0351785061,0.0453191156,0.0213789138,0.0164654226,0.0324081334,0.0005977286
1757,2124,0,109,374,129,5.45,18.7,6.45,0.4641744548,0.4112149533,0.0186915888,4.3263720316,2.1383330595,1.9072839993,0.0949406621,0.0074953154,0.0293566521,0.0149906309,0.0924422236,0.0493441599,0.0418488445,0.0256089944,0.0174890693,0.0449718926,0
1758,2125,0,153,114,204,3.06,2.28,4.08,0.0943396226,0.2452830189,0.0849056604,4.3245598246,1.9792045174,0.6931471806,0.0972067039,0.0011173184,0.017877095,0.0011173184,0.0927374302,0.0502793296,0.025698324,0.0122905028,0.0122905028,0.0491620112,0
1759,2126,0,581,479,299,4.8016528926,3.958677686,2.4710743802,0.5124378109,0.4875621891,0.1368159204,4.4979746145,3.0287953899,1.7710163688,0.1039229181,0.0061940812,0.0378527185,0.0144528562,0.0915347557,0.0571231934,0.0461114935,0.0240880936,0.0110116999,0.041982106,0.0149253731
1760,2127,0,166,1783,249,0.1567516525,1.6836638338,0.2351274788,0.1802290536,0.1235684147,0.0102471368,4.1188716598,2.6415342108,4.334856808,0.1386719897,0.0016438678,0.0337579992,0.0099219163,0.0728585687,0.0254799507,0.0514882874,0.0176715787,0.0199612517,0.0226618916,0
1761,2128,0,834,947,793,0.9045553145,1.0271149675,0.8600867679,0.6943699732,0.6112600536,0.0683646113,5.4040312116,3.184093009,3.0544733938,0.0704225352,0.0070422535,0.0291293214,0.0060819462,0.1062740077,0.0579385403,0.0291293214,0.0160051216,0.0105633803,0.0297695262,0.018766756
1762,2129,0,779,621,522,0.8114583333,0.646875,0.54375,0.4826325411,0.4442413163,0.0968921389,5.519215423,2.9156033203,2.7129621731,0.1387964923,0.0018143332,0.0226791654,0.0139098881,0.0979739946,0.0523132749,0.0438463865,0.0145146659,0.0130027215,0.0299364983,0.0036563071
1763,2130,0,40,58,23,0.5797101449,0.8405797101,0.3333333333,0.0769230769,0.0769230769,0,0.6931471806,0,3.1077685816,0.1395348837,0,0.0319767442,0.023255814,0.1104651163,0.0261627907,0.0377906977,0.0290697674,0.0174418605,0.0639534884,0
1764,2131,0,4490,2406,6716,4.7867803838,2.5650319829,7.1599147122,0.1824561404,0.2513157895,0.1473684211,5.8368891974,4.2286867779,3.482242945,0.04457407,0.0132621616,0.0308716707,0.0006053269,0.1499559762,0.0837552278,0.0238828968,0.0051727933,0.0080343385,0.0006603566,0
1765,2132,0,1693,881,1185,3.386,1.762,2.37,0.0791717418,0.1595615104,0.1778319123,5.4364375806,3.3971284478,3.0094108712,0.1194245906,0.0045236587,0.027956211,0.009318737,0.0961729847,0.0468651045,0.0455984801,0.0286799964,0.0169184837,0.0282276305,0.0109622412
1766,2133,0,107,105,71,4.1153846154,4.0384615385,2.7307692308,0.0882352941,0.1274509804,0.0980392157,2.1639556569,2.0449311749,1.0986122887,0.0849609375,0,0.01953125,0.01171875,0.0556640625,0.046875,0.0322265625,0.0244140625,0.0107421875,0.0537109375,0.0392156863
1767,2134,0,316,4030,485,0.2368815592,3.0209895053,0.3635682159,0.7270227808,0.6217596229,0.0494893951,5.5689445653,3.2795927769,3.3017515661,0.0987062235,0.0040151684,0.0323444122,0.0107071158,0.0837608744,0.0373633727,0.0417131385,0.0188489851,0.023979478,0.0461744368,0.0043205027
1768,2135,0,136,315,58,2.0606060606,4.7727272727,0.8787878788,0.4828767123,0.4520547945,0.0890410959,3.528176105,2.1531624909,2.302585093,0.1200527704,0.003298153,0.0277044855,0.0112137203,0.0791556728,0.0422163588,0.0389182058,0.0277044855,0.0105540897,0.0448548813,0.0273972603
1769,2136,0,146,4989,1058,0.2140762463,7.3152492669,1.5513196481,0.0699233716,0.0954661558,0.117816092,6.230866613,4.3417052702,3.5603961002,0.1152949192,0.0034326442,0.0316798994,0.0118177292,0.0910829861,0.0467206457,0.0497340356,0.0167701701,0.0187616278,0.0359248487,0.0019157088
1770,2137,0,206,2222,63,0.629969419,6.7951070336,0.1926605505,0.1740150094,0.3264540338,0.2152908068,2.9800941962,2.6981164177,2.7488193145,0.0961023248,0.0030248034,0.0285195748,0.0059631838,0.0608417596,0.0604960678,0.026272578,0.0080373347,0.0039754559,0.0079509118,-0.0014071295
1771,2138,0,121,564,137,0.0935085008,0.4358578053,0.1058732612,0.1489757914,0.1527001862,0.0707635009,3.8155717789,2.5592057346,2.2110688711,0.1337483176,0.0003364738,0.0235531629,0.0121130552,0.0422274563,0.0348250336,0.0444145357,0.0169919246,0.0185060565,0.0585464334,0
1772,2139,0,86,79,75,6.6153846154,6.0769230769,5.7692307692,0.1298701299,0.1688311688,0.1428571429,2.6390573296,1.9661755172,0,0.0829268293,0.0024390244,0.0158536585,0,0.056097561,0.0475609756,0.0317073171,0.0134146341,0.0134146341,0.0475609756,0.038961039
1773,2140,0,26,135,22,0.067357513,0.3497409326,0.0569948187,0.314516129,0.2983870968,0.0725806452,2.7668559076,0.5908422463,0,0.1177105832,0.0010799136,0.0205183585,0.0075593952,0.0723542117,0.0442764579,0.0280777538,0.0215982721,0.0226781857,0.0464362851,0
1774,2141,0,73,161,37,0.7087378641,1.5631067961,0.359223301,0.2013422819,0.3825503356,0.0872483221,2.8571028374,1.9159264968,2.5066618125,0.1123662307,0.0041617122,0.0237812128,0.0047562426,0.0725326992,0.0659928656,0.0243757432,0.0154577883,0.0124851367,0.0297265161,-0.0067114094
1775,2143,0,321,612,101,0.345532831,0.6587728741,0.1087190527,0.4172661871,0.4352517986,0.0683453237,4.1451940655,2.0181572246,2.2326944772,0.0859236234,0.0048845471,0.0293072824,0.0126554174,0.1112344583,0.0503996448,0.0444049734,0.0250888099,0.0182060391,0.0281971581,0
1776,2144,0,547,668,223,2.2326530612,2.7265306122,0.9102040816,0.2249190939,0.2443365696,0.0631067961,3.8017181617,2.0118660949,2.289951516,0.09469012,0.0018083183,0.034358047,0.003452244,0.1038961039,0.0483314154,0.0327141213,0.0179187901,0.0147953313,0.0327141213,0.003236246
1777,2145,0,983,991,690,0.7308550186,0.736802974,0.5130111524,0.5011337868,0.4829931973,0.0884353741,5.0988989512,3.0576095847,2.4567156812,0.1188299817,0.0031992687,0.0313071298,0.0164533821,0.0797531993,0.0365630713,0.0468464351,0.0226234004,0.0164533821,0.0351919561,0.0079365079
1778,2146,0,283,463,202,0.3733509235,0.610817942,0.2664907652,0.3195121951,0.3268292683,0.0731707317,3.9870146026,2.3910394557,4.9914188949,0.1321505047,0.0009177118,0.0324258183,0.0085653105,0.0688283879,0.0419088406,0.0367084735,0.0180483328,0.0149892934,0.0336494341,0.0146341463
1779,2147,0,429,177,300,4.7142857143,1.9450549451,3.2967032967,0.375,0.3375,0.03125,4.2931502775,2.1639556569,1.6094379124,0.1015567087,0.0007412898,0.0244625649,0.0081541883,0.057079318,0.0281690141,0.0214974055,0.023721275,0.0170496664,0.0318754633,0
1780,2148,0,651,3136,845,0.6881606765,3.3150105708,0.8932346723,0.1740753308,0.2270105192,0.0695622667,4.5881697366,3.9882357952,3.3024820448,0.0675010259,0.0052113254,0.0332786213,0.0135002052,0.1052113254,0.0482560525,0.0305293394,0.0156750103,0.0079606073,0.0145670907,0
1781,2149,0,912,2975,555,0.6846846847,2.2334834835,0.4166666667,0.4567556796,0.4447987246,0.0781187724,5.6006531252,3.4359777653,3.68947676,0.1202255639,0.0023308271,0.0277443609,0.0181203008,0.0877443609,0.0479699248,0.0587218045,0.0219548872,0.0170676692,0.0229323308,0.0091669988
1782,2150,0,335,940,778,0.7863849765,2.20657277,1.8262910798,0.2062211982,0.232718894,0.1762672811,5.0418933598,3.779824573,2.0915377561,0.1252012882,0.0044283414,0.0273752013,0.0084541063,0.0805152979,0.0442834138,0.0387815352,0.0148953301,0.0166398282,0.0314009662,0.0080645161
1783,2151,0,416,465,272,3.8878504673,4.3457943925,2.5420560748,0.2658823529,0.28,0.0847058824,3.4376001809,2.0577109064,1.8413903749,0.1170232218,0.0031084293,0.025415981,0.0127994149,0.0773450357,0.0442494057,0.0453464984,0.0201133662,0.0144450539,0.0316328396,0
1784,2152,0,208,421,118,0.3580034423,0.7246127367,0.2030981067,0.13,0.1575,0.1025,3.113076444,2.2561982383,2.4133406398,0.1252990431,0.0026913876,0.0212320574,0.0068779904,0.0804425837,0.0403708134,0.0466507177,0.0221291866,0.0230263158,0.0319976077,0.0025
1785,2153,0,40,131,87,0.1302931596,0.4267100977,0.2833876222,0.1774193548,0.1451612903,0.0483870968,2.8571028374,1.5691529462,1.3321790402,0.0934199838,0.0064987815,0.0316815597,0.0089358245,0.1088545898,0.0479285134,0.0487408611,0.0178716491,0.0203086921,0.0235580829,0
1786,2154,0,50,147,35,0.9615384615,2.8269230769,0.6730769231,0.273381295,0.2589928058,0.0503597122,3.0246955539,1.0608569472,1.3321790402,0.093220339,0.0072639225,0.0278450363,0.0060532688,0.0774818402,0.0629539952,0.0278450363,0.0290556901,0.0060532688,0.0460048426,0.0143884892
1787,2155,0,223,980,294,1.4866666667,6.5333333333,1.96,0.132972973,0.1913513514,0.1816216216,4.3464559267,2.3921466772,1.7540245015,0.1025841138,0.0025147416,0.0221123829,0.0147415886,0.0905306972,0.0404960111,0.0412764481,0.021765522,0.014134582,0.0403225806,0.0032432432
1788,2156,0,257,912,312,0.2447619048,0.8685714286,0.2971428571,0.0458100559,0.0703910615,0.0446927374,5.0733049895,2.1077930342,1.8946891172,0.1194029851,0.0016583748,0.0338657589,0.0090774199,0.0840534171,0.0313345553,0.0482674348,0.0204241948,0.0230426813,0.0380553373,0.0022346369
1789,2157,0,1916,3482,4234,3.3971631206,6.1737588653,7.5070921986,0.2566090941,0.3514275643,0.1565033486,5.6026359321,4.2253859628,3.2411681256,0.0794531026,0.0026133792,0.0263887561,0.0043025146,0.0861459031,0.046371546,0.0300857316,0.0094336616,0.0124294866,0.0328584632,0.0045823053
1790,2158,0,168,245,132,0.295254833,0.4305799649,0.2319859402,0.5961538462,0.5192307692,0.0480769231,3.9573083809,1.5047882837,1.8288411562,0.1029411765,0.0017301038,0.0259515571,0,0.0882352941,0.0276816609,0.0216262976,0.0077854671,0.008650519,0.0285467128,0
1791,2160,0,663,1941,555,1.7131782946,5.015503876,1.4341085271,0.0734978541,0.1829399142,0.0659871245,5.2525449556,2.8124990245,2.4451117936,0.1096151456,0.0041012469,0.0308629189,0.0124694478,0.0663656324,0.0377397572,0.0402667882,0.0149136253,0.0132565558,0.032892829,0.0026824034
1792,2161,0,400,2767,577,1.5564202335,10.766536965,2.2451361868,0.3824013158,0.328125,0.0633223684,5.7671654065,3.6067725612,3.4532406446,0.1253869969,0.0030959752,0.0326934985,0.0124458204,0.0785139319,0.0428482972,0.0430959752,0.0187616099,0.0143034056,0.0308359133,0.0037006579
1793,2162,0,70,977,117,1.5555555556,21.7111111111,2.6,0.0504201681,0.1102941176,0.1239495798,3.9429058218,2.836455351,2.3512572841,0.1229014006,0.0013913366,0.02875429,0.008626287,0.0622391244,0.0409980521,0.0364530192,0.025044059,0.0186439106,0.0429459234,0.0042016807
1794,2163,0,67,1942,484,0.1569086651,4.5480093677,1.1334894614,0.0371144799,0.0527966545,0.0642969158,5.5759301728,3.6517955947,3.1032372377,0.1345461095,0.0018011527,0.0284131844,0.0063490634,0.0585824928,0.0449387608,0.0400756484,0.0310248559,0.022064121,0.0464697406,0.0010454783
1795,2164,0,406,523,289,1.8796296296,2.4212962963,1.337962963,0.4245689655,0.3642241379,0.1034482759,4.1965831709,2.2269478611,1.7298201304,0.125633232,0.0020263425,0.0243161094,0.0037149612,0.0580884836,0.0357987166,0.019587977,0.0097939885,0.0074299223,0.0374873354,0
1796,2165,0,183,360,159,0.5111731844,1.0055865922,0.4441340782,0.3039513678,0.2583586626,0.0243161094,4.0309450026,1.7480673486,1.560710409,0.1387675885,0.0004852014,0.0262008734,0.0174672489,0.056768559,0.0417273168,0.0494905386,0.0198932557,0.0218340611,0.044638525,0.0060790274
1797,2166,0,4486,13411,5050,3.5378548896,10.5764984227,3.9826498423,0.6895193065,0.5811662727,0.0429472025,6.905995015,4.9011311988,3.9919415024,0.1316972421,0.0010934273,0.0287935852,0.0069250395,0.078240797,0.0372980197,0.0426436642,0.0116632244,0.0155509659,0.0238124165,0.000394011
1798,2167,0,264,342,173,1.9270072993,2.496350365,1.2627737226,0.2888888889,0.2888888889,0.3333333333,3.7806986665,1.2234587344,2.0578736229,0.0880640466,0.0032751092,0.0221979622,0.0065502183,0.0833333333,0.0607714702,0.0265647744,0.0083697234,0.0101892285,0.0440320233,0.0063492063
1799,2168,0,334,1142,285,2.5692307692,8.7846153846,2.1923076923,0.1134751773,0.1941489362,0.2712765957,4.3437093174,4.5516957053,3.4678540964,0.0359096787,0.0043768029,0.0177061574,0.0006963096,0.0740077589,0.0585894758,0.017905103,0.0204913956,0.0244703074,0.0354123147,0.0008865248
1800,2169,0,253,794,58,0.1919575114,0.6024279211,0.0440060698,0.3315363881,0.4123989218,0.128032345,3.3899654494,2.598605178,2.3895566333,0.0690032859,0.0050383352,0.0293537788,0.0028477547,0.0847754655,0.0409638554,0.0313253012,0.0065717415,0.0098576123,0.0070098576,0
1801,2170,0,1566,2896,1258,3.7374701671,6.9116945107,3.0023866348,0.1915384615,0.1757692308,0.0603846154,5.638150245,3.8176954679,3.2225207356,0.1242747334,0.0029258616,0.027027027,0.0146788991,0.0912472105,0.0494421027,0.0484006943,0.0138358542,0.0161666253,0.0280188445,0.0057692308
1802,2171,0,384,9950,529,0.2953846154,7.6538461539,0.4069230769,0.3726207906,0.3953147877,0.0589311859,5.8369459772,4.2879590439,4.0389720533,0.1609256171,0.0020740982,0.0276546423,0.0037415104,0.0489649843,0.0313961528,0.0415633007,0.0136239782,0.016633454,0.0440034162,0
1803,2172,0,1109,1018,1118,2.7382716049,2.5135802469,2.7604938272,0.1396070321,0.1602895553,0.1406411582,5.3900731985,3.1959708115,2.8314802401,0.0926231645,0.0025197671,0.0232861239,0.007993744,0.0735945782,0.0443131462,0.0325831958,0.0226779042,0.0164219307,0.0388391693,0.0134436401
1804,2173,0,222,1628,692,0.4774193548,3.5010752688,1.488172043,0.1876657825,0.1830238727,0.1107427056,5.7178899049,3.6578459069,3.0423966471,0.1290794335,0.0025400246,0.0226293103,0.0112376847,0.0805880542,0.0580357143,0.0525708128,0.0187807882,0.0145474138,0.0277093596,0.0351458886
1805,2174,0,83,918,105,0.5286624204,5.847133758,0.6687898089,0.3054245283,0.3077830189,0.1627358491,3.033742762,1.3906762223,2.0992927999,0.1051078739,0.0018439978,0.0298727642,0.0123547852,0.104185875,0.0580859303,0.0438871473,0.012539185,0.0095887885,0.0171491794,0.0094339623
1806,2175,0,417,2373,260,1.127027027,6.4135135135,0.7027027027,0.1101769912,0.1588495575,0.0699115044,4.5952266316,3.1337360943,2.7193515849,0.1218468741,0.0013318804,0.0301892885,0.0115833232,0.0663518586,0.0368890503,0.0527908948,0.0153368043,0.017718045,0.0305928886,0.0004424779
1807,2176,0,324,681,145,0.5858951175,1.2314647378,0.2622061483,0.3036912752,0.2718120805,0.0687919463,4.6239805859,2.7874246361,1.6094379124,0.110617284,0.0019753086,0.0281481481,0.0079012346,0.0753909465,0.0334156379,0.0444444444,0.0217283951,0.0179423868,0.0404938272,0
1808,2177,0,1046,3997,1023,0.7691176471,2.9389705882,0.7522058824,0.3008614977,0.3124585818,0.12027833,4.9791435541,4.2738476192,2.485534455,0.1010137746,0.0024094195,0.0235941265,0.0040005455,0.0682820385,0.0426421785,0.0342774015,0.0143655953,0.016729554,0.0406873665,0.0009940358
1809,2178,0,168,718,157,0.641221374,2.7404580153,0.5992366412,0.1894273128,0.2246696035,0.1556534508,4.560417053,2.8086005016,2.4507429826,0.1213489488,0.0022576549,0.0327359955,0.0124171017,0.0657541978,0.0472696487,0.0436009595,0.0186256526,0.0139692395,0.0224354452,0.0146842878
1810,2179,0,380,765,244,0.2929838088,0.5898226677,0.1881264456,0.2871720117,0.2798833819,0.0495626822,4.7322619129,2.9708495438,1.9459101491,0.104510451,0.003850385,0.0313531353,0.0071507151,0.0914924826,0.0526219289,0.0374037404,0.0165016502,0.0144847818,0.0441877521,0.0058309038
1811,2180,0,33,5353,707,0.0359477124,5.8311546841,0.7701525054,0.2503875969,0.2569767442,0.0550387597,5.0007257063,3.4479252232,1.6563080819,0.1186304533,0.0037150459,0.0281640645,0.0072794819,0.0761584417,0.0502535268,0.0442793313,0.0098398514,0.0108439179,0.0249008484,0.0007751938
1812,2181,0,74,251,45,0.1024930748,0.3476454294,0.0623268698,0.3580786026,0.4279475983,0.2620087336,3.3167173105,2.1600772883,1.2424533249,0.1011583012,0.0046332046,0.0146718147,0,0.0625482625,0.0517374517,0.0223938224,0.01003861,0.0138996139,0.0386100386,-0.0043668122
1813,2182,0,432,743,321,1.6809338521,2.8910505837,1.2490272374,0.225251076,0.2367288379,0.0573888092,4.35931459,2.7351902887,2.3854286413,0.1251956182,0.0021517997,0.0281690141,0.0041079812,0.0537949922,0.0381455399,0.0299295775,0.01271518,0.0150625978,0.0498826291,0.0028694405
1814,2183,0,1,1223,77,0.0064935065,7.9415584416,0.5,0.5689828802,0.4823766365,0.029204431,5.1831248542,2.5780748648,2.9649497261,0.097270364,0.004982669,0.0346620451,0.0021663778,0.068457539,0.0472270364,0.0305459272,0.0192807626,0.0158145581,0.0311958406,0.0130916415
1815,2184,0,26,699,64,0.0475319927,1.2778793419,0.1170018282,0.1157894737,0.2360902256,0.230075188,3.3030285979,2.4018659814,1.8031407112,0.0913004484,0.0019730942,0.0231390135,0.0071748879,0.0857399103,0.0423318386,0.0278026906,0.01632287,0.0182959641,0.0387443946,0.0090225564
1816,2185,0,123,1555,142,0.09375,1.1852134146,0.1082317073,0.0584372948,0.0892974393,0.231122784,3.912046573,1.8620932744,2.5521719493,0.0821667079,0.0019292605,0.0218649518,0.006628741,0.0589661143,0.0456096958,0.0311155083,0.016670789,0.0135542914,0.0344298788,0.0098489823
1817,2186,0,190,9254,2550,0.1533494754,7.4689265537,2.0581113802,0.1527295677,0.1524140107,0.1672451878,6.6119362704,4.8833109863,3.9057742362,0.1454767017,0.0015667614,0.0335112865,0.0114605698,0.0560842569,0.0338014275,0.0395172054,0.0169442349,0.0156966286,0.0427087565,0.0056800252
1818,2187,0,46,409,31,0.1006564551,0.8949671772,0.067833698,0.095,0.1075,0.025,2.3371298668,1.8943120247,2.1186492471,0.1057906459,0.0011135857,0.0278396437,0.0011135857,0.0824053452,0.0478841871,0.0256124722,0.0033407572,0.008908686,0.0345211581,0.0025
1819,2188,0,165,1458,575,0.2374100719,2.0978417266,0.8273381295,0.2823259373,0.285386381,0.1308339709,5.0058851159,3.6661993275,3.3946372666,0.1141997813,0.0012759752,0.0247903755,0.0100255195,0.081206708,0.0405577834,0.0376412687,0.0156762669,0.0199598979,0.0338133431,0.0061208875
1820,2189,0,18,24,109,4.5,6,27.25,0.0416666667,0.0833333333,0.0416666667,2.0431918706,0.6931471806,0.6931471806,0.1204379562,0.003649635,0.0401459854,0,0.0802919708,0.0182481752,0.0182481752,0.0182481752,0.0145985401,0.0437956204,0
1821,2190,0,430,795,408,1.0462287105,1.9343065693,0.9927007299,0.5936507937,0.5126984127,0.073015873,4.9731907694,2.8873939246,2.7999854858,0.112296748,0.0040650407,0.0289634146,0.0010162602,0.0807926829,0.0416666667,0.0259146341,0.0340447154,0.0233739837,0.0609756098,0.0015873016
1822,2191,0,295,350,189,0.2900688299,0.3441494592,0.185840708,0.1552795031,0.1801242236,0.0559006211,0,0,0,0.0230481129,0,0.0230481129,0,0.0144050706,0.0072025353,0.0037453184,0,0.0109478536,0.0051858254,0
1823,2192,0,1681,3043,1993,1.8951521984,3.4306651635,2.2468996618,0.2202423378,0.2615823236,0.1343549537,6.198860132,4.6795866492,3.9526071309,0.0863515832,0.004336297,0.0300733115,0.0157229761,0.0974574949,0.042551864,0.0454843238,0.0161285291,0.0095460927,0.0178443301,0.0007127584
1824,2193,0,1799,2130,1034,1.3556895252,1.6051243406,0.7792012057,0.2747933884,0.2541322314,0.0604338843,5.3297751163,3.5421177604,2.7502140009,0.0968913842,0.0023944185,0.0290220039,0.0064401602,0.0721215374,0.0358749948,0.0395079057,0.0123436403,0.0125087727,0.0128803204,0.0020661157
1825,2194,0,187,504,265,46.75,126,66.25,0.2088607595,0.2046413502,0.1286919831,3.9868804092,2.4928653763,1.7328679514,0.1119832548,0.0018315018,0.0303506018,0.0073260073,0.0630559916,0.035321821,0.035321821,0.0303506018,0.0238095238,0.0384615385,0.0105485232
1826,2195,0,346,254,158,0.4271604938,0.3135802469,0.1950617284,0.548245614,0.4649122807,0.0131578947,3.6412190454,0.6931471806,1.054920168,0.1200960769,0.0024019215,0.0288230584,0.0240192154,0.1080864692,0.0448358687,0.067253803,0.0088070456,0.0088070456,0.0208166533,0.0350877193
1827,2196,0,84,139,535,0.1150684932,0.1904109589,0.7328767123,0.0977443609,0.0902255639,0.037593985,3.6336985508,1.9792045174,0.6365141683,0.0829103215,0.0033840948,0.0236886633,0.0101522843,0.0736040609,0.0372250423,0.0321489002,0.0211505922,0.0211505922,0.0389170897,0.0676691729
1828,2197,0,64,383,96,0.6464646465,3.8686868687,0.9696969697,0.2555555556,0.2638888889,0.0888888889,3.4431403088,1.8091581844,2.3978952728,0.0802122347,0.002184769,0.0271535581,0.0043695381,0.0689762797,0.0327715356,0.0246566792,0.0143570537,0.015917603,0.0358926342,-0.0055555556
1829,2198,0,262,2270,357,0.6193853428,5.3664302601,0.8439716312,0.2852267187,0.2540224281,0.0731350561,5.3291767278,3.4628132182,2.6176356436,0.137524558,0.0027080125,0.0260712579,0.008389529,0.0864971061,0.0354696543,0.0385493549,0.0221950831,0.020495938,0.0404077948,0.0014627011
1830,2200,0,211,1193,223,0.4423480084,2.501048218,0.4675052411,0.1717523976,0.1612903226,0.0113339146,4.5640454689,3.0405381055,2.6056722992,0.123943662,0.0020657277,0.0275117371,0.0115492958,0.0875117371,0.034084507,0.0455399061,0.0137089202,0.0156807512,0.0298591549,0.0017436792
1831,2201,0,267,583,327,0.681122449,1.487244898,0.8341836735,0.3837209302,0.3313953488,0.0465116279,4.3384069758,2.7326902876,1.6715308018,0.0997782705,0.0016629712,0.0277161863,0.0055432373,0.0734478936,0.0307649667,0.0335365854,0.020232816,0.0182926829,0.0476718404,-0.0019379845
1832,2202,0,224,645,127,0.262295082,0.7552693208,0.1487119438,0.4041811847,0.3327526132,0.0191637631,4.3648231075,1.0042424731,2.3034884952,0.1010711343,0.0021971986,0.0211480363,0.0065915957,0.0670145564,0.0422960725,0.0422960725,0.0225212854,0.0164789893,0.0403735238,0.0156794425
1833,2203,0,104,188,107,0.6419753086,1.1604938272,0.6604938272,0.3780487805,0.3536585366,0.0426829268,3.7211762539,1.5571130981,1.3321790402,0.1219686163,0.0014265335,0.0235378031,0.0099857347,0.0684736091,0.032810271,0.0292439372,0.0256776034,0.0156918688,0.0399429387,0.0670731707
1834,2204,0,243,7074,328,0.3621460507,10.5424739195,0.4888226528,0.2931149733,0.3559491979,0.2790775401,5.2089245163,3.8165350053,2.630476703,0.0948902781,0.0023921919,0.0269839245,0.0119290635,0.1132942077,0.0603789232,0.046886961,0.0182125542,0.0152462363,0.0136833376,0.0020053476
1835,2205,0,827,783,831,0.7286343612,0.6898678414,0.7321585903,0.1644021739,0.2269021739,0.2078804348,4.7426617627,3.2165020226,2.1831128543,0.0988962472,0.0024282561,0.0222958057,0.0050772627,0.0715231788,0.0554083885,0.0300220751,0.0167770419,0.0114790287,0.0421633554,0.0543478261
1836,2206,0,1737,3369,4331,6.1161971831,11.8626760563,15.25,0.3675119441,0.3634693128,0.1040058802,6.7700792272,5.0267432123,4.2230780791,0.1024972457,0.0053250092,0.0287183254,0.0065001836,0.1073815645,0.0583180316,0.0402497246,0.0116415718,0.0146896805,0.0264781491,0.0014700478
1837,2207,0,38,951,414,0.0662020906,1.6567944251,0.7212543554,0.3859223301,0.3361650485,0.0606796117,5.452750258,2.7330085414,1.9830691632,0.0970377937,0.0023347439,0.0364803736,0.0055450168,0.0860936816,0.0398365679,0.0500510725,0.0280169269,0.0229096746,0.0418794688,0
1838,2208,0,133,262,41,5.5416666667,10.9166666667,1.7083333333,0.179916318,0.3472803347,0.1506276151,2.9470047702,1.7905117136,1.1055299288,0.0927306617,0.0018639329,0.0251630941,0.0139794967,0.0857409133,0.0526561044,0.0386766076,0.022833178,0.0163094129,0.0293569432,0
1839,2209,0,326,351,89,1.2442748092,1.3396946565,0.3396946565,0.3020527859,0.3753665689,0.0879765396,3.3961385206,1.0397207708,2.1458417526,0.0703902066,0.0026778883,0.0218056618,0.0003825555,0.0623565417,0.0459066565,0.0263963275,0.0141545524,0.0164498852,0.0309869931,0.0058651026
1840,2210,0,1130,6477,591,4.8917748918,28.038961039,2.5584415584,0.174890903,0.3796576032,0.408190668,4.9545128824,3.7706842903,3.9256297043,0.0923649487,0.0022931469,0.0336453517,0.0106762904,0.128942521,0.077591068,0.0411262734,0.0115785121,0.0099244389,0.0050749972,-0.0006713662
1841,2211,0,90,395,107,0.1651376147,0.7247706422,0.1963302752,0.1936339523,0.2413793103,0.2334217507,3.7087309854,2.4567127403,1.7328679514,0.1090137858,0.0069989396,0.0237539767,0.0125132556,0.0965005302,0.0430540827,0.0447507953,0.0201484624,0.0203605514,0.021845175,-0.0026525199
1842,2212,0,152,197,97,0.2666666667,0.3456140351,0.1701754386,0.1767955801,0.1933701657,0.0883977901,3.1580397752,1.3953544388,0.6931471806,0.128959276,0.0022624434,0.0333710407,0.0254524887,0.0746606335,0.0345022624,0.0514705882,0.0220588235,0.0124434389,0.0311085973,0
1843,2213,0,29,29,21,4.1428571429,4.1428571429,3,0.1071428571,0.1071428571,0.25,0.9502705392,0.6108643021,0,0.1144781145,0,0.0471380471,0,0.0808080808,0.0841750842,0.0134680135,0.0303030303,0.0101010101,0.0707070707,0
1844,2214,0,218,1439,307,0.2681426814,1.7699876999,0.3776137761,0.3040123457,0.324845679,0.1527777778,4.6418149491,1.3951240604,1.8588781902,0.1060606061,0.0028546333,0.0303030303,0.0077953448,0.0918972332,0.0541282389,0.0400746596,0.0362318841,0.0254721124,0.0335968379,0.0046296296
